timestamp,can_id,dlc,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,label,source_file
5.34,339,7,0,128,16,255,0,255,129,143,normal,train_impersonation_group0_subtle_b0
5.34,790,8,5,26,202,9,26,23,0,127,normal,train_impersonation_group0_subtle_b0
5.34,356,7,0,8,0,0,0,0,8,7,normal,train_impersonation_group0_subtle_b0
5.347803566115837,339,7,0,128,16,255,0,255,137,131,normal,train_impersonation_group0_subtle_b0
5.349972146498922,790,8,5,26,209,9,25,23,0,127,normal,train_impersonation_group0_subtle_b0
5.355491437689013,356,7,0,8,0,0,0,0,9,6,normal,train_impersonation_group0_subtle_b0
5.357972028576105,339,7,0,128,16,255,0,255,118,149,normal,train_impersonation_group0_subtle_b0
5.359226000514104,790,8,5,26,216,9,25,24,0,127,normal,train_impersonation_group0_subtle_b0
5.363761437990244,356,7,0,8,0,0,0,0,8,8,normal,train_impersonation_group0_subtle_b0
5.368528966268571,790,8,5,26,216,9,26,23,0,127,normal,train_impersonation_group0_subtle_b0
5.36944713201307,339,7,0,128,16,255,0,255,105,132,normal,train_impersonation_group0_subtle_b0
5.371208438784676,339,7,0,128,16,255,0,255,113,146,normal,train_impersonation_group0_subtle_b0
5.376485028488218,356,7,0,8,0,0,0,0,8,9,normal,train_impersonation_group0_subtle_b0
5.3774136825603,339,7,0,128,16,255,0,255,101,158,normal,train_impersonation_group0_subtle_b0
5.37823627432136,790,8,5,27,212,9,26,23,0,127,normal,train_impersonation_group0_subtle_b0
5.379832199392579,339,7,0,128,16,255,0,255,117,175,normal,train_impersonation_group0_subtle_b0
5.384371171072397,356,7,0,8,0,0,0,0,8,10,normal,train_impersonation_group0_subtle_b0
5.38875032510785,790,8,5,26,212,9,27,22,0,127,normal,train_impersonation_group0_subtle_b0
5.389727001111284,356,7,0,8,0,0,0,0,7,8,normal,train_impersonation_group0_subtle_b0
5.3936150044933395,339,7,0,128,16,255,0,255,113,171,normal,train_impersonation_group0_subtle_b0
5.398422297663304,790,8,5,26,225,9,27,22,0,127,normal,train_impersonation_group0_subtle_b0
5.3996113079831,356,7,0,8,0,0,0,0,7,9,normal,train_impersonation_group0_subtle_b0
5.402583604294178,339,7,0,128,16,255,0,255,134,182,normal,train_impersonation_group0_subtle_b0
5.407458143346591,356,7,0,8,0,0,0,0,7,9,normal,train_impersonation_group0_subtle_b0
5.407641879656524,339,7,0,128,16,255,0,255,129,189,normal,train_impersonation_group0_subtle_b0
5.4087061754478185,790,8,5,26,209,9,27,23,0,127,normal,train_impersonation_group0_subtle_b0
5.410092808313677,356,7,0,8,0,0,0,0,8,8,normal,train_impersonation_group0_subtle_b0
5.417562452749315,356,7,0,8,0,0,0,0,9,8,normal,train_impersonation_group0_subtle_b0
5.41805542245509,339,7,0,128,16,255,0,255,128,179,normal,train_impersonation_group0_subtle_b0
5.419447596854365,790,8,5,26,204,9,27,23,0,127,normal,train_impersonation_group0_subtle_b0
5.426239133398413,356,7,0,8,0,0,0,0,9,7,normal,train_impersonation_group0_subtle_b0
5.427468971642506,339,7,0,128,16,255,0,255,127,189,normal,train_impersonation_group0_subtle_b0
5.429173354848341,790,8,5,25,198,9,28,24,0,127,normal,train_impersonation_group0_subtle_b0
5.431994958956457,356,7,0,8,0,0,0,0,10,6,normal,train_impersonation_group0_subtle_b0
5.437634984995979,339,7,0,128,16,255,0,255,134,194,normal,train_impersonation_group0_subtle_b0
5.437926529665699,356,7,0,8,0,0,0,0,11,6,normal,train_impersonation_group0_subtle_b0
5.439091537008821,790,8,5,26,195,9,28,24,0,127,normal,train_impersonation_group0_subtle_b0
5.446819457314788,339,7,0,128,16,255,0,255,121,189,normal,train_impersonation_group0_subtle_b0
5.449582153958875,790,8,5,27,201,9,27,24,0,127,normal,train_impersonation_group0_subtle_b0
5.450002228022884,356,7,0,8,0,0,0,0,13,6,normal,train_impersonation_group0_subtle_b0
5.452951793552361,339,7,0,128,16,255,0,255,137,190,normal,train_impersonation_group0_subtle_b0
