timestamp,can_id,dlc,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,label,source_file
1.8299999999999998,809,8,103,177,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.8299999999999998,688,5,28,0,0,7,149,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.8299999999999998,399,8,0,45,26,0,0,63,0,0,normal,train_fuzzy_group1_artifact_b0
1.8391649860581745,809,8,78,177,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.8394404453426265,399,8,0,45,27,0,0,63,0,0,normal,train_fuzzy_group1_artifact_b0
1.8397302141164913,688,5,28,0,0,7,147,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.8489662267896352,809,8,100,177,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.8500409736127028,399,8,0,45,27,0,0,63,0,0,normal,train_fuzzy_group1_artifact_b0
1.8502879506861039,688,5,29,0,0,7,139,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.8581248504290555,809,8,112,177,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
1.8599062708255554,399,8,0,45,27,0,0,63,0,0,normal,train_fuzzy_group1_artifact_b0
1.8604871471563917,688,5,29,0,0,7,139,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.867298288299964,809,8,103,177,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
1.870778651522953,399,8,0,45,28,0,0,63,0,0,normal,train_fuzzy_group1_artifact_b0
1.8708198488947774,688,5,29,0,0,7,129,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.8766539022985858,809,8,100,177,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
1.8809288850436667,688,5,31,0,0,7,120,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.8817716849648496,399,8,0,45,28,0,0,64,0,0,normal,train_fuzzy_group1_artifact_b0
1.886553476451194,809,8,96,177,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.890459476831562,688,5,30,0,0,7,96,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.8919653066298339,399,8,0,45,29,0,0,64,0,0,normal,train_fuzzy_group1_artifact_b0
1.897318329417294,809,8,98,176,127,140,17,44,0,16,normal,train_fuzzy_group1_artifact_b0
1.8999759585177687,688,5,30,0,0,7,89,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9023575859939086,399,8,0,46,29,0,0,64,0,0,normal,train_fuzzy_group1_artifact_b0
1.9065281569837567,809,8,114,177,127,140,17,44,0,16,normal,train_fuzzy_group1_artifact_b0
1.9102235515570578,688,5,30,0,0,7,95,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9140398912003231,399,8,0,47,29,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
1.915830495262108,809,8,105,177,127,140,17,43,0,16,normal,train_fuzzy_group1_artifact_b0
1.9195968109423391,688,5,30,0,0,7,98,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9242930040691375,399,8,0,47,30,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
1.9253472868147825,809,8,125,175,127,140,17,44,0,16,normal,train_fuzzy_group1_artifact_b0
1.9289770626400036,688,5,31,0,0,7,90,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9347473291880606,809,8,117,176,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.9348338670915395,399,8,0,48,29,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
1.9387953848964554,688,5,32,0,0,7,93,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9443955027093711,809,8,126,176,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.9455964072076346,399,8,0,48,28,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
1.9488448817513078,688,5,32,0,0,7,100,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9545940681706662,809,8,122,176,127,140,17,44,0,16,normal,train_fuzzy_group1_artifact_b0
1.9557261872646656,399,8,0,47,28,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
1.9589466828637534,688,5,33,0,0,7,93,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9648597008264397,809,8,133,176,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.9656953800719785,399,8,0,48,27,0,0,66,0,0,normal,train_fuzzy_group1_artifact_b0
1.9684965299947144,688,5,34,0,0,7,91,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9744047810555272,809,8,120,175,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
1.975915696284175,399,8,0,48,28,0,0,66,0,0,normal,train_fuzzy_group1_artifact_b0
1.9784404255341137,688,5,34,0,0,7,104,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9845892722037066,809,8,109,176,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
1.9865661144580318,399,8,0,48,28,0,0,66,0,0,normal,train_fuzzy_group1_artifact_b0
1.9886909810607476,688,5,33,0,0,7,118,0,0,0,normal,train_fuzzy_group1_artifact_b0
1.9950457703808575,809,8,106,176,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
1.995927941765913,399,8,0,48,28,0,0,66,0,0,normal,train_fuzzy_group1_artifact_b0
1.999100809982817,688,5,34,0,0,7,100,0,0,0,normal,train_fuzzy_group1_artifact_b0
2.0044171982954,809,8,99,176,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
2.004860836295313,399,8,0,47,28,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
2.010064629098439,688,5,33,0,0,7,99,0,0,0,normal,train_fuzzy_group1_artifact_b0
2.013912347437346,809,8,108,177,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
2.015320108997286,399,8,0,48,28,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
2.019646347656002,688,5,33,0,0,7,88,0,0,0,normal,train_fuzzy_group1_artifact_b0
2.0247381412022754,809,8,108,178,127,140,17,45,0,16,normal,train_fuzzy_group1_artifact_b0
2.0250382793211075,399,8,0,48,29,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
2.0296455599755805,688,5,34,0,0,7,87,0,0,0,normal,train_fuzzy_group1_artifact_b0
2.0357439209549377,399,8,0,48,30,0,0,65,0,0,normal,train_fuzzy_group1_artifact_b0
2.036588274249629,809,8,108,177,127,140,17,46,0,16,normal,train_fuzzy_group1_artifact_b0
