timestamp,can_id,dlc,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,label,source_file
40.0,0,8,151,122,67,215,165,132,218,182,dos,train_dos_0x000_varied_b0
40.00005,0,8,147,185,86,156,224,137,238,235,dos,train_dos_0x000_varied_b0
40.000320300391316,0,8,58,118,161,222,214,38,143,246,dos,train_dos_0x000_varied_b0
40.000810231368945,0,8,182,110,150,93,62,152,172,107,dos,train_dos_0x000_varied_b0
40.0011490341121,0,8,163,48,213,236,120,164,191,232,dos,train_dos_0x000_varied_b0
40.0021944288178,0,8,224,243,244,229,156,175,123,15,dos,train_dos_0x000_varied_b0
40.003205116637936,0,8,251,142,159,177,162,15,96,9,dos,train_dos_0x000_varied_b0
40.0045781275112,0,8,123,100,59,60,71,199,188,150,dos,train_dos_0x000_varied_b0
40.005946347281814,0,8,217,201,92,247,47,139,30,223,dos,train_dos_0x000_varied_b0
40.00657984287973,0,8,183,21,68,224,192,25,229,48,dos,train_dos_0x000_varied_b0
40.00762801846447,0,8,131,98,117,5,123,37,7,18,dos,train_dos_0x000_varied_b0
40.007678018464475,0,8,1,165,165,192,188,204,170,114,dos,train_dos_0x000_varied_b0
40.008283477482884,0,8,169,81,205,98,51,46,149,116,dos,train_dos_0x000_varied_b0
40.00892978456616,0,8,106,164,92,231,251,223,233,124,dos,train_dos_0x000_varied_b0
40.00941741076017,0,8,27,102,239,168,53,225,253,74,dos,train_dos_0x000_varied_b0
40.01131815746924,0,8,184,124,27,136,92,203,136,253,dos,train_dos_0x000_varied_b0
40.012009908780364,0,8,166,89,212,179,10,189,1,243,dos,train_dos_0x000_varied_b0
40.012059908780365,0,8,157,247,163,82,84,125,148,23,dos,train_dos_0x000_varied_b0
40.01349207424035,0,8,223,8,166,234,103,83,243,185,dos,train_dos_0x000_varied_b0
40.01460764708797,0,8,148,25,111,237,225,252,202,147,dos,train_dos_0x000_varied_b0
40.018042860083796,0,8,96,252,70,73,146,204,213,215,dos,train_dos_0x000_varied_b0
40.0199277578221,0,8,135,200,212,200,38,226,12,102,dos,train_dos_0x000_varied_b0
40.019977757822105,0,8,86,20,157,185,209,78,15,89,dos,train_dos_0x000_varied_b0
40.020027757822106,0,8,215,134,151,30,225,171,2,232,dos,train_dos_0x000_varied_b0
40.02007775782211,0,8,0,223,163,115,216,34,18,167,dos,train_dos_0x000_varied_b0
40.02099292239084,0,8,9,218,46,164,63,217,163,132,dos,train_dos_0x000_varied_b0
40.0211688299859,0,8,37,123,77,164,179,241,151,75,dos,train_dos_0x000_varied_b0
40.021846992956014,0,8,39,141,25,97,199,213,220,107,dos,train_dos_0x000_varied_b0
40.02383423738226,0,8,100,144,190,219,42,75,26,165,dos,train_dos_0x000_varied_b0
40.02502789189461,0,8,41,28,154,95,4,174,56,38,dos,train_dos_0x000_varied_b0
40.02584469046033,0,8,191,112,24,217,216,18,72,231,dos,train_dos_0x000_varied_b0
40.02780153234345,0,8,87,112,1,119,188,249,24,238,dos,train_dos_0x000_varied_b0
40.032312932699945,0,8,68,60,124,100,208,146,148,69,dos,train_dos_0x000_varied_b0
40.03236293269995,0,8,234,52,200,1,190,177,75,244,dos,train_dos_0x000_varied_b0
